Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
robot_table_link,-0.105,-0.05,-0.375,0,0,0,270,20.75625,9.3207792197652E-16,-6.95496724866511E-16,20.75625,-4.46389240706941E-16,16.2,0,0,0,0,0,0,package://demo_table_final/meshes/robot_table_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://demo_table_final/meshes/robot_table_link.STL,,demo_robot_table-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
table_link,0.00402126708859457,0.035508393002459,-0.124898664646273,0,0,0,168.944,8.44699759847205,-1.30104260698261E-15,-2.60208521396521E-15,71.945357598472,3.18207682075481E-15,71.4394277333333,0,0,0,0,0,0,package://demo_table_final/meshes/table_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://demo_table_final/meshes/table_link.STL,,demo_table-1,Origin_tabke_joint,Axis_tabke_joint,tabke_joint,fixed,0.409491606997541,-0.235978732911405,0.139999999999999,0,0,-1.5707963267949,robot_table_link,0,0,0,,,,,,,,,,,,
cup_table_link,-0.00488252735290881,0.0750000000000001,-0.0014947488016297,0,0,0,0.485007210626774,0.0144827661603697,6.37638257355761E-19,1.5226158759248E-05,0.000767879681095258,2.78003444654154E-20,0.0152414793054048,0,0,0,0,0,0,package://demo_table_final/meshes/cup_table_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://demo_table_final/meshes/cup_table_link.STL,,demo_cup_table-1,Origin_cup_table_joint,Axis_cup_table_joint,cup_table_joint,fixed,-0.525978732911406,0.215557219161956,0.005,0,0,1.5707963267949,table_link,0,0,0,,,,,,,,,,,,
plate_table_link,0.0821309141789029,-0.14,-0.0780889544369172,0,0,0,27.7659,0.812008207991436,-2.15177346128204E-17,0.000861743605069532,0.273754933724942,1.39808683446883E-17,0.967215330733505,0,0,0,0,0,0,package://demo_table_final/meshes/plate_table_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://demo_table_final/meshes/plate_table_link.STL,,demo_plate_table-1,Origin_plate_table_joint,Axis_plate_table_joint,plate_table_joint,fixed,-0.140978732911405,0.050508393002459,0.158,0,0,1.5707963267949,table_link,0,0,0,,,,,,,,,,,,
